"","year","ncessch","school_id","school_name","leaid","lea_name","state_leaid","seasch","street_mailing","city_mailing","state_mailing","zip_mailing","street_location","city_location","state_location","zip_location","phone","fips","latitude","longitude","csa","cbsa","urban_centric_locale","county_code","school_level","school_type","school_status","lowest_grade_offered","highest_grade_offered","bureau_indian_education","title_i_status","title_i_eligible","title_i_schoolwide","charter","magnet","shared_time","virtual","teachers_fte","free_lunch","reduced_price_lunch","free_or_reduced_price_lunch","elem_cedp","high_cedp","middle_cedp","ungrade_cedp","enrollment","state_leg_district_lower","state_leg_district_upper","ncessch_num","congress_district_id","direct_certification","lunch_program"
"1",2015,"010000602209","02209","Asbury Elem Sch","0100006","Marshall County","048","0035","1966 Asbury Rd","Albertville","AL","35951","1966 Asbury Road","Albertville","AL","35951","2568786221",1,34.362794,-86.142507,"290","10700",42,"1095",1,1,1,-1,5,0,-3,-3,-3,0,0,0,1,29,405,30,435,1,0,0,0,491,"","",10000602209,NA,NA,NA
"2",2015,"010000702186","02186","Brocks Gap Intermediate Sch","0100007","Hoover City","158","0420","1730 Lake Cyrus Club Dr","Hoover","AL","35244","1730 Lake Cyrus Club Drive","Hoover","AL","35244","2054391600",1,33.34393,-86.888661,"142","13820",13,"1073",2,1,1,5,6,0,-3,-3,-3,0,0,0,1,56,151,47,198,1,0,0,0,828,"","",10000702186,NA,NA,NA
"3",2015,"010000702359","02359","Crossroads Sch","0100007","Hoover City","158","3830","2826 Columbiana Rd","Hoover","AL","35216","2826 Columbiana Road","Hoover","AL","35216","2054391800",1,33.42204,-86.810611,"142","13820",13,"1073",4,3,1,6,12,0,-3,-3,-3,0,0,0,1,-1,-1,-1,-1,0,1,1,0,-1,"","",10000702359,NA,NA,NA
"4",2015,"010000802198","02198","James Clemens High School","0100008","Madison City","169","0095","11306 County Line Road","Madison","AL","35756","11306 County Line Road","Madison","AL","35756","2562165313",1,34.705558,-86.78659,"290","26620",21,"1083",3,1,1,9,12,0,-3,-3,-3,0,0,0,1,92,232,64,296,0,1,0,0,1698,"","",10000802198,NA,NA,NA
"5",2015,"010001302401","02401","Magnolia Elementary School","0100013","Trussville City","205","0400","301 Parkway Drive","Trussville","AL","35173","301 Parkway Drive","Trussville","AL","35173","2052283000",1,33.62768,-86.604731,"142","13820",21,"1073",-2,1,3,-2,-2,0,-3,-3,-3,0,0,0,1,-1,NA,NA,NA,1,0,0,0,NA,"","",10001302401,NA,NA,NA
"6",2015,"010001302402","02402","Cahaba Elementary School","0100013","Trussville City","205","0695","113 N Chalkville Rd","Trussville","AL","35173","113 N Chalkville Rd","Trussville","AL","35173","2052283000",1,33.62074,-86.607971,"142","13820",21,"1073",-2,1,3,-2,-2,0,-3,-3,-3,0,0,0,1,-1,NA,NA,NA,1,0,0,0,NA,"","",10001302402,NA,NA,NA
"7",2015,"010018802193","02193","Chickasaw Elementary","0100188","Chickasaw City","121","0010","80 Grant Street","Chickasaw","AL","36611","80 Grant Street","Chickasaw","AL","36611","2514526452",1,30.762201,-88.081955,"380","33660",21,"1097",1,1,1,-1,5,0,-3,-3,-3,0,0,0,1,20,374,0,374,1,0,0,0,530,"","",10018802193,NA,NA,NA
"8",2015,"010018902195","02195","Satsuma City High School","0100189","Satsuma City","196","0020","1 Gator Circle","Satsuma","AL","36572","1 Gator Circle","Satsuma","AL","36572","2513808190",1,30.847077,-88.056867,"380","33660",21,"1097",3,1,1,7,12,0,-3,-3,-3,0,0,0,1,35,212,72,284,0,1,1,0,667,"","",10018902195,NA,NA,NA
"9",2015,"010018902196","02196","Robert E. Lee Elementary","0100189","Satsuma City","196","0010","251 Baker Rd","Satsuma","AL","36572","251 Baker Rd","Satsuma","AL","36572","2513808210",1,30.846614,-88.067029,"380","33660",21,"1097",1,1,1,-1,6,0,-3,-3,-3,0,0,0,1,34,252,70,322,1,0,0,0,641,"","",10018902196,NA,NA,NA
"10",2015,"010019001182","01182","Thompson Intermediate School","0100190","Alabaster City","103","0020","10019 Highway 119","Alabaster","AL","35007","10019 Highway 119","Alabaster","AL","35007","2056856200",1,33.224599,-86.823534,"142","13820",21,"1117",2,1,1,4,5,0,-3,-3,-3,0,0,0,1,44,360,55,415,1,0,0,0,958,"","",10019001182,NA,NA,NA
"11",2015,"010019001183","01183","Thompson High School","0100190","Alabaster City","103","0050","100 Warrior Dr","Alabaster","AL","35007","100 Warrior Dr","Alabaster","AL","35007","2056856700",1,33.222348,-86.831659,"142","13820",21,"1117",3,1,1,9,12,0,-3,-3,-3,0,0,0,1,106,584,88,672,0,1,0,0,1873,"","",10019001183,NA,NA,NA
"12",2015,"010019001184","01184","Thompson Middle School","0100190","Alabaster City","103","0040","1509 Kent Dairy Road","Alabaster","AL","35007","1509 Kent Dairy Road","Alabaster","AL","35007","2056858100",1,33.215293,-86.837993,"142","13820",21,"1117",2,1,1,7,8,0,-3,-3,-3,0,0,0,1,56,363,68,431,0,0,1,0,1004,"","",10019001184,NA,NA,NA
"13",2015,"010019001460","01460","Meadow View  Elementary School","0100190","Alabaster City","103","0005","2800 Smokey Rd","Alabaster","AL","35007","2800 Smokey Rd","Alabaster","AL","35007","2056854300",1,33.176197,-86.805693,"142","13820",21,"1117",1,1,1,0,3,0,-3,-3,-3,0,0,0,1,56,393,50,443,1,0,0,0,897,"","",10019001460,NA,NA,NA
"14",2015,"010019001815","01815","Creek View Elementary School","0100190","Alabaster City","103","0010","8568 Highway 17","Maylene","AL","35114","8568 Highway 17","Maylene","AL","35114","2056856100",1,33.225099,-86.862374,"142","13820",21,"1117",1,1,1,0,3,0,-3,-3,-3,0,0,0,1,58,290,51,341,1,0,0,0,884,"","",10019001815,NA,NA,NA
"15",2015,"010019002149","02149","Thompson Sixth Grade Center","0100190","Alabaster City","103","0030","10111 Highway 119","Alabaster","AL","35007","10111 Highway 119","Alabaster","AL","35007","2056859600",1,33.227509,-86.823158,"142","13820",21,"1117",2,1,1,6,6,0,-3,-3,-3,0,0,0,1,22,161,34,195,0,0,1,0,487,"","",10019002149,NA,NA,NA
"16",2015,"010019002216","02216","Child Count Only","0100190","Alabaster City","103","4999","1953 Municipal Way Suite 200","Alabaster","AL","35007","nonesupplied","Alabaster","AL","35007","2056638400",1,33.232944,-86.825376,"142","13820",21,"1117",-2,1,1,-2,-2,0,-3,-3,-3,0,0,0,1,-1,NA,NA,NA,1,0,0,0,NA,"","",10019002216,NA,NA,NA
"17",2015,"010019402395","02395","Valley Intermediate School","0100194","Pelham City","177","0155","2200 Highway 33","Pelham","AL","35124","2200 Highway 33","Pelham","AL","35124","2056243703",1,33.308453,-86.788825,"142","13820",21,"1117",1,1,1,3,5,0,-3,-3,-3,0,0,0,1,38,283,41,324,1,0,0,0,718,"","",10019402395,NA,NA,NA
"18",2015,"010019402396","02396","Valley Elementary School","0100194","Pelham City","177","0150","310 Opportunity Dr","Pelham","AL","35124","310 Opportunity Dr","Pelham","AL","35124","2056243704",1,33.323828,-86.795276,"142","13820",21,"1117",1,1,1,0,2,0,-3,-3,-3,0,0,0,1,45,287,39,326,1,0,0,0,697,"","",10019402396,NA,NA,NA
"19",2015,"010019402398","02398","Riverchase Middle School","0100194","Pelham City","177","0087","853 Willow Oak Dr","Birmingham","AL","35244","853 Willow Oak Dr","Birmingham","AL","35244","2056243702",1,33.349039,-86.806975,"142","13820",21,"1117",2,1,1,6,8,0,-3,-3,-3,0,0,0,1,38,246,50,296,0,0,1,0,699,"","",10019402398,NA,NA,NA
"20",2015,"010019402399","02399","Pelham High School","0100194","Pelham City","177","0085","2500 Panther Cir","Pelham","AL","35124","2500 Panther Cir","Pelham","AL","35124","2056243701",1,33.313755,-86.820219,"142","13820",21,"1117",3,1,1,9,12,0,-3,-3,-3,0,0,0,1,54,288,40,328,0,1,0,0,920,"","",10019402399,NA,NA,NA
"21",2015,"010019502407","02407","Pike Road School","0100195","Pike Road","186","0005","500 Avenue of Learning","Pike Road","AL","36064","500 Avenue of Learning","Pike Road","AL","36064","3344205310",1,32.338392,-86.028178,"-2","33860",41,"1101",1,1,3,0,8,0,-3,-3,-3,0,0,0,1,41,171,0,171,1,0,1,0,1125,"","",10019502407,NA,NA,NA
"22",2015,"010021002363","02363","Pick Elementary School","0100210","Auburn City","110","0045","1320 N College St","Auburn","AL","36830","1320 N College St","Auburn","AL","36830","3348872110",1,32.633148,-85.481907,"194","12220",13,"1081",1,1,1,3,5,0,-3,-3,-3,0,0,0,1,28,161,13,174,1,0,0,0,501,"","",10021002363,NA,NA,NA
"23",2015,"010027002180","02180","C.F. Taylor Alt Sch","0100270","Baldwin County","002","0027","19150 Wilters St","Robertsdale","AL","36567","19150 Wilters Street","Robertsdale","AL","36567","2519704415",1,30.552069,-87.696948,"380","19300",31,"1003",-2,3,1,-2,-2,0,-3,-3,-3,0,0,0,1,-1,NA,NA,NA,1,0,0,0,NA,"","",10027002180,NA,NA,NA
"24",2015,"010030001557","01557","Vivian B Adams Sch","0100300","Barbour County","003","0065","2047 Stuart Tarter Rd","Ozark","AL","36360","2047 Stuart Tarter Rd","Ozark","AL","36360","3347745132",1,31.449855,-85.584709,"222","37120",41,"1045",-2,2,2,-2,-2,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,NA,"","",10030001557,NA,NA,NA
"25",2015,"010039002185","02185","Huffman Acad","0100390","Birmingham City","114","0395","1212 Cheyenne Boulevard","Birmingham","AL","35215","1212 Cheyenne Boulevard","Birmingham","AL","35215","2052315800",1,33.6191,-86.680241,"142","13820",12,"1073",1,1,1,-1,5,0,-3,-3,-3,0,0,0,1,43,506,0,506,1,0,0,0,816,"","",10039002185,NA,NA,NA
"26",2015,"010039002187","02187","West End Acad","0100390","Birmingham City","114","0880","1840 Pearson Avenue SW","Birmingham","AL","35211","1840 Pearson Avenue SW","Birmingham","AL","35211","2052311740",1,33.48433,-86.867731,"142","13820",12,"1073",1,1,1,-1,5,0,-3,-3,-3,0,0,0,1,36,490,0,490,1,0,0,0,650,"","",10039002187,NA,NA,NA
"27",2015,"010039002204","02204","Bush Hills Acad","0100390","Birmingham City","114","0045","900 16th Street West","Birmingham","AL","35208","900 16th Street West","Birmingham","AL","35208","2052316370",1,33.516264,-86.864238,"142","13820",12,"1073",1,1,1,-1,8,0,-3,-3,-3,0,0,0,1,26,333,0,333,1,0,1,0,507,"","",10039002204,NA,NA,NA
"28",2015,"010039002206","02206","Hayes K-8","0100390","Birmingham City","114","0331","505 43rd Street North","Birmingham","AL","35222","505 43rd Street North","Birmingham","AL","35222","2052318900",1,33.531334,-86.771533,"142","13820",12,"1073",1,1,1,-1,8,0,-3,-3,-3,0,0,0,1,43,738,0,738,1,0,1,0,905,"","",10039002206,NA,NA,NA
"29",2015,"010039002354","02354","Oxmoor K-5","0100390","Birmingham City","114","0625","3600 Sydney Drive","Birmingham","AL","35211","3600 Sydney Drive","Birmingham","AL","35211","2052311200",1,33.428598,-86.87471,"142","13820",41,"1073",1,1,1,0,5,0,-3,-3,-3,0,0,0,1,27,407,0,407,1,0,0,0,562,"","",10039002354,NA,NA,NA
"30",2015,"010066002190","02190","Chilton County Alternative School","0100660","Chilton County","011","0120","835 Temple Road","Clanton","AL","35045","102 1st Street","Clanton","AL","35045","2052800045",1,32.842629,-86.625315,"142","13820",32,"1021",4,3,1,6,12,0,-3,-3,-3,0,0,0,1,-1,-1,-1,-1,0,1,1,0,-1,"","",10066002190,NA,NA,NA
"31",2015,"010075002205","02205","Central Clay County Jr High Sch","0100750","Clay County","014","0084","1 Bob Riley Drive","Lineville","AL","36266","1 Bob Riley Drive","Lineville","AL","36266","2563961401",1,33.290819,-85.787274,"-2","-2",42,"1027",2,1,1,7,8,0,-3,-3,-3,0,0,0,1,16,161,33,194,0,0,1,0,293,"","",10075002205,NA,NA,NA
"32",2015,"010075002210","02210","Future Clay Co High Sch","0100750","Clay County","014","0085","1 Bob Riley Drive","Lineville","AL","36266","1 Bob Riley Drive","Lineville","AL","36266","2563961400",1,33.290819,-85.787274,"-2","-2",42,"1027",3,1,1,9,12,0,-3,-3,-3,0,0,0,1,37,297,70,367,0,1,0,0,666,"","",10075002210,NA,NA,NA
"33",2015,"010078002361","02361","Cleburne County Alternative School","0100780","Cleburne County","015","0055","11200 Highway 46","Heflin","AL","36264","11200 Highway 46","Heflin","AL","36264","2567482961",1,33.597278,-85.482177,"-2","-2",42,"1029",4,3,1,6,12,0,-3,-3,-3,0,0,0,1,-1,-1,-1,-1,0,1,1,0,-1,"","",10078002361,NA,NA,NA
"34",2015,"010087002360","02360","Compass Acad","0100870","Conecuh County","018","0015","111 Perryman Street","Evergreen","AL","36401","111 Perryman Street","Evergreen","AL","36401","2515785291",1,31.43556,-86.952221,"-2","-2",33,"1035",3,3,1,7,12,0,-3,-3,-3,0,0,0,1,-1,-1,-1,-1,0,1,1,0,-1,"","",10087002360,NA,NA,NA
"35",2015,"010093002167","02167","Red Level Elem Sch","0100930","Covington County","020","0065","P. O. Drawer D","Red Level","AL","36474","28551 Barrow Road","Red Level","AL","36474","3344695315",1,31.40273,-86.61282,"-2","-2",42,"1039",1,1,1,-1,6,0,-3,-3,-3,0,0,0,1,22,218,37,255,1,0,0,0,379,"","",10093002167,NA,NA,NA
"36",2015,"010102000378","00378","Garden City Elem Sch","0101020","Cullman County","022","0070","PO Box 185","Garden City","AL","35070","402 Arnold St NE","Garden City","AL","35070","2563525051",1,34.012726,-86.75109,"142","18980",42,"1043",-2,1,2,-2,-2,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,NA,"","",10102000378,NA,NA,NA
"37",2015,"010114002357","02357","South Dekalb Primary School","0101140","Dekalb County","025","0042","63 Justice Street","Crossville","AL","35962","63 Justice Street","Crossville","AL","35962","2565287859",1,34.296934,-85.987891,"-2","-2",42,"1049",2,1,1,4,8,0,-3,-3,-3,0,0,0,1,38,411,0,411,1,0,1,0,755,"","",10114002357,NA,NA,NA
"38",2015,"010117002175","02175","Decatur High Dev","0101170","Decatur City","127","0031","1011A Prospect Dr SE","Decatur","AL","35601","1011A Prospect Dr SE","Decatur","AL","35601","2565523008",1,34.596291,-86.975993,"290","19460",13,"1103",3,2,1,9,12,0,-3,-3,-3,0,0,0,1,6,34,3,37,0,1,0,0,44,"","",10117002175,NA,NA,NA
"39",2015,"010132000473","00473","Col Street Elem Sch","0101320","Enterprise City","132","0020","605 W College St","Enterprise","AL","36330","605 W College St","Enterprise","AL","36330","3343476190",1,31.309952,-85.860368,"222","21460",32,"1031",-2,1,2,-2,-2,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,NA,"","",10132000473,NA,NA,NA
"40",2015,"010138002351","02351","Sardis Middle School","0101380","Etowah County","028","0125","1415 Sardis Drive","Sardis City","AL","35956","1415 Sardis Drive","Sardis City","AL","35956","2566221120",1,34.176744,-86.118641,"-2","23460",41,"1055",2,1,1,7,8,0,-3,-3,-3,0,0,0,1,20,209,12,221,0,0,1,0,415,"","",10138002351,NA,NA,NA
"41",2015,"010168002181","02181","Greene Co Career Ctr","0101680","Greene County","032","6010","PO Box 711","Eutaw","AL","35462","14223 U. S. Highway 11 South","Eutaw","AL","35462","2053724636",1,32.841719,-87.876889,"-2","-2",42,"1063",3,4,1,9,12,0,-3,-3,-3,0,0,1,1,-1,-1,-1,-1,0,1,0,0,-1,"","",10168002181,NA,NA,NA
"42",2015,"010171000592","00592","Sunshine High Sch","0101710","Hale County","033","0090","3125 County Road 10","Newbern","AL","36765","3125 County Road 10","Newbern","AL","36765","3346248747",1,32.564843,-87.580238,"-2","46220",43,"1065",-2,1,2,-2,-2,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,NA,"","",10171000592,NA,NA,NA
"43",2015,"010171002165","02165","Akron Comm Sch","0101710","Hale County","033","0027","PO Box 38141 College St","Akron","AL","35441","P O Drawer 38 141 College Stre","Akron","AL","35541","2053723787",1,32.875845,-87.734509,"-2","46220",42,"1065",-2,1,2,-2,-2,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,NA,"","",10171002165,NA,NA,NA
"44",2015,"010171002411","02411","Hale County Middle School","0101710","Hale County","033","0055","120 Wildcat Way","Moundville","AL","35474","120 Wildcat Way","Moundville","AL","35474","2053717000",1,32.99922,-87.620743,"-2","46220",31,"1065",2,1,1,6,8,0,-3,-3,-3,0,0,0,1,15,150,22,172,0,0,1,0,301,"","",10171002411,NA,NA,NA
